,Activo 1,Activo 2
2010-04-19,119.54214879192442,157.48909078789126
2010-04-20,114.36565319280692,155.13594094515148
2010-04-21,116.47684441161566,156.0632883001999
2010-04-22,119.47929412111964,157.3918289570398
2010-04-23,119.72303974806326,157.47855976989536
2010-04-26,121.46261844191302,158.23862857840686
2010-04-27,121.77316318839064,158.3554285423354
2010-04-28,119.37492446549652,157.25289008401668
2010-04-29,122.00494055639842,158.4137825589463
2010-04-30,123.19899335566886,158.92828696785412
2010-05-03,121.19259358930664,158.00213184190005
2010-05-04,123.99500161164497,159.24062522610978
2010-05-05,126.2994270699498,160.25495555072027
2010-05-06,123.76544084559082,159.09131136083843
2010-05-07,121.82219425712309,158.19358415802907
2010-05-10,120.02051994353604,157.35958465885628
2010-05-11,122.40018333476807,158.40778274120876
2010-05-12,124.26945329101014,159.2262310905076
2010-05-13,125.3695347843076,159.6984350510341
2010-05-14,126.24510508746104,160.0695770129384
2010-05-17,127.76106183283028,160.72898410830945
2010-05-18,126.47147460694168,160.12549675817905
2010-05-19,129.00622510124393,161.24350613749803
2010-05-20,130.73432419707922,161.99840745999236
2010-05-21,133.68580712700432,163.30400579606703
2010-05-24,133.86552219808092,163.36191377609757
2010-05-25,132.8013664150991,162.85990266891417
2010-05-26,131.18772351796574,162.11054407255762
2010-05-27,126.49746660173538,159.97627089665153
2010-05-28,127.40661881399402,160.36252948623715
2010-06-01,125.06802723984826,159.2868407184293
2010-06-02,123.74549457463802,158.66852322772056
2010-06-03,123.89213901842028,158.7115447088103
2010-06-04,123.36605707266204,158.45174347609216
2010-06-07,121.44642476211342,157.56464606222383
2010-06-08,119.80063830579296,156.80081830260335
2010-06-09,121.98175316614524,157.75964127737055
2010-06-10,122.112244013897,157.7953913242463
2010-06-11,117.20956083268834,155.56549608735975
2010-06-14,119.41610047729093,156.53576383594822
2010-06-15,120.53401104981728,157.01599341568655
2010-06-16,124.0337124025978,158.56836813855983
2010-06-17,123.78051916594792,158.43140569356493
2010-06-18,125.19409718947392,159.0447277537301
2010-06-21,128.43568425219786,160.4809142850928
2010-06-22,129.7288581537323,161.04003733004467
2010-06-23,132.37814121765152,162.20960267113708
2010-06-24,129.16655528418525,160.74094211985548
2010-06-25,128.31691508826728,160.33549357329704
2010-06-28,129.81920424416654,160.98874828207144
2010-06-29,130.20587259040306,161.139814704826
2010-06-30,130.981985883682,161.4661868486416
2010-07-01,128.52693173294318,160.33807332558965
2010-07-02,130.41821221397893,161.166429556822
2010-07-06,129.35894688825033,160.66661985744688
2010-07-07,129.13793250264598,160.54414248666893
2010-07-08,127.70173373182392,159.87465902581283
2010-07-09,129.39895355056936,160.6156603139364
2010-07-12,132.9918333865929,162.2099786202514
2010-07-13,135.7133679206219,163.41206743232482
2010-07-14,137.12473036287517,164.02439216283224
2010-07-15,141.49888061832115,165.9703934555997
2010-07-16,140.4333664222247,165.46777086553712
2010-07-19,141.2136215444742,165.79600739871267
2010-07-20,140.42415042995017,165.41764355593818
2010-07-21,136.19230518964912,163.48972094764696
2010-07-22,137.72769783761385,164.15787694336365
2010-07-23,136.7288464036578,163.6852620951153
2010-07-26,141.3117340732106,165.72522493385804
2010-07-27,141.6490068004473,165.85405627405044
2010-07-28,143.27204994554364,166.56166745356572
2010-07-29,142.73177480259756,166.29547725084936
2010-07-30,145.13578347957412,167.354634172705
2010-08-02,143.70338908596423,166.68686321542165
2010-08-03,145.18500571077337,167.33081234151894
2010-08-04,140.18369068657697,165.0565187387583
2010-08-05,140.57714515109666,165.21063986226594
2010-08-06,140.4539233850383,165.13218308880772
2010-08-09,141.42999914875367,165.54856680168027
2010-08-10,144.41170758451258,166.86777090243214
2010-08-11,144.76583631996908,167.00418987016965
2010-08-12,143.38525904848814,166.35974402273698
2010-08-13,146.42828464236104,167.70654961940295
2010-08-16,144.98714540108463,167.03484225447977
2010-08-17,145.37562901845135,167.1867257894605
2010-08-18,147.9600018785736,168.32707231256515
2010-08-19,148.9038637530678,168.72895519009668
2010-08-20,149.0899658606979,168.7897382346435
2010-08-23,149.31908465819723,168.869884914967
2010-08-24,151.00305342558315,169.60492133474827
2010-08-25,150.48892959749207,169.35050296900204
2010-08-26,153.1408058875763,170.52123564587598
2010-08-27,153.58227934157847,170.69697214000902
2010-08-30,155.2332937473355,171.4171743792518
2010-08-31,153.67404861355433,170.6923025522459
2010-09-01,152.0571721513748,169.94148841780216
2010-09-02,158.02970420244554,172.60698920273964
2010-09-03,162.0049972619711,174.37344793657783
2010-09-07,163.61026554795183,175.07305789581508
2010-09-08,161.3405499261594,174.02837313275967
2010-09-09,162.95427941940005,174.7317918789368
2010-09-10,164.02205713998652,175.18945454404337
2010-09-13,164.92128532270638,175.57124590136812
2010-09-14,163.73497811447118,175.01424924537298
2010-09-15,165.51742789775278,175.7936161592852
2010-09-16,162.5931793574614,174.45429834775
2010-09-17,164.1283177682408,175.12233990225627
2010-09-20,168.29637155545927,176.97556843475348
2010-09-21,169.44979191341557,177.47178247445478
2010-09-22,167.99829592483488,176.79541309574336
2010-09-23,166.0307504277678,175.88674792239777
2010-09-24,166.1582821652304,175.92116595103175
2010-09-27,166.67269175320507,176.12973413062255
2010-09-28,167.3575324190133,176.41502058296004
2010-09-29,166.83030710097017,176.15470468179112
2010-09-30,165.06223994750428,175.3358331866553
2010-10-01,165.0456591255889,175.3053800302691
2010-10-04,163.7160886891015,174.68389453933543
2010-10-05,164.26642893228086,174.9086366150694
2010-10-06,168.11395455254717,176.617581801601
2010-10-07,173.1940720924022,178.88136895366753
2010-10-08,173.20151351975997,178.86172926014427
2010-10-11,175.47342573094122,179.8614239910585
2010-10-12,171.92210463535096,178.2398341916645
2010-10-13,170.76063068771327,177.6940160480823
2010-10-14,171.63495799705808,178.06459848893326
2010-10-15,172.37309444449633,178.37387563010162
2010-10-18,170.56900272176466,177.53878792852245
2010-10-19,167.4191191567034,176.0979021935085
2010-10-20,168.83565532698665,176.71255585282677
2010-10-21,167.23334951515827,175.9683005660657
2010-10-22,171.2366081745841,177.74734780483735
2010-10-25,169.52848691816223,176.95546049855494
2010-10-26,170.03051478108603,177.1584551436067
2010-10-27,173.321793469966,178.6170099680446
2010-10-28,174.09813113970398,178.9434830939665
2010-10-29,170.35978204041967,177.237704043797
2010-11-01,169.63271092799928,176.88742905193786
2010-11-02,166.36471934528006,175.39337787289597
2010-11-03,164.40235501858888,174.48704496104298
2010-11-04,169.12657260574886,176.59062642109168
2010-11-05,169.50710821618816,176.7389322338973
2010-11-08,167.51480353402124,175.81912194143095
2010-11-09,168.8664620997449,176.40457141836828
2010-11-10,169.99155776852342,176.88803534028798
2010-11-11,168.16305655282503,176.04195990127846
2010-11-12,170.40311540576474,177.0273160596107
2010-11-15,168.67937081611973,176.22839602854805
2010-11-16,167.00210539308364,175.4503982424489
2010-11-17,167.9688502402609,175.86258173411264
2010-11-18,168.2517082294586,175.96691870182858
2010-11-19,166.40801841313544,175.11400623415386
2010-11-22,165.48948748910476,174.67754706837047
2010-11-23,167.31280982783187,175.47531243680922
2010-11-24,169.73754770904443,176.54380045866893
2010-11-26,168.80638100922482,176.1016533772048
2010-11-29,168.14988990141316,175.78314941646053
2010-11-30,169.2794489711887,176.26862251511722
2010-12-01,168.9316350096357,176.08906726895628
2010-12-02,170.16877445081104,176.6229668432561
2010-12-03,171.232720105737,177.078904526772
2010-12-06,172.43735132403043,177.5981707246888
2010-12-07,174.6539721792329,178.5729764600879
2010-12-08,179.8071791667894,180.8696642582102
2010-12-09,184.35849720847088,182.8954163020844
2010-12-10,185.06088730889084,183.18860249433104
2010-12-13,181.308936697987,181.47670082225736
2010-12-14,178.48506062369808,180.1825649210722
2010-12-15,176.08249227213838,179.0780774920537
2010-12-16,174.46969976727254,178.3291016906061
2010-12-17,176.571916203763,179.2524091357343
2010-12-20,174.75749405471885,178.41267132144293
2010-12-21,171.50424332958073,176.92525564372593
2010-12-22,171.69815614251348,176.98955461151957
2010-12-23,174.06829512188102,178.0334653655537
2010-12-27,171.72832218676243,176.95715477995
2010-12-28,165.85957944601964,174.29239512637403
2010-12-29,167.40855789387695,174.96666666898773
2010-12-30,169.75239945273486,175.99873983408796
2010-12-31,168.99899991739363,175.6366133037811
2011-01-03,166.6677331366752,174.56422174831096
2011-01-04,167.52883569400274,174.9288511530628
2011-01-05,171.23159824490975,176.5726323629694
2011-01-06,173.93168225583906,177.76506535987164
2011-01-07,172.04503642586874,176.89281654706792
2011-01-10,175.0835363172845,178.2375849412458
2011-01-11,176.63583881995916,178.91335277282482
2011-01-12,175.62604580526104,178.43581263906847
2011-01-13,175.09033439989906,178.17167675322963
2011-01-14,175.67539321754526,178.4120471570856
2011-01-18,179.48557878523755,180.1041840179054
2011-01-19,179.04309079840894,179.88201198523376
2011-01-20,177.0647240217392,178.96847568025447
2011-01-21,182.3969562125783,181.34575031383972
2011-01-24,187.4417843481477,183.59365218798172
2011-01-25,184.8263397809924,182.3933401434552
2011-01-26,187.7487076293125,183.68583255674363
2011-01-27,188.42008696719884,183.96505948131897
2011-01-28,188.96156772507933,184.18581353985417
2011-01-31,188.58240080037305,183.99214500950305
2011-02-01,189.21038609784395,184.2518384116967
2011-02-02,190.15372972160728,184.65348800976108
2011-02-03,187.86259324403747,183.59916083832144
2011-02-04,185.34331341332728,182.44213663317973
2011-02-07,185.0737093739557,182.29778699105307
2011-02-08,183.0826826398656,181.3785519242545
2011-02-09,184.6747172812845,182.0722048631344
2011-02-10,189.99498063295516,184.4440918253976
2011-02-11,193.06822511736863,185.8045002196784
2011-02-14,188.7140083656748,183.82149300522573
2011-02-15,188.37554842383625,183.64614842353197
2011-02-16,190.0803905018064,184.3905807930012
2011-02-17,189.38884569003105,184.0562976908184
2011-02-18,189.4626257547363,184.0665198048898
2011-02-22,188.5521292595633,183.63367728815035
2011-02-23,188.5631633428449,183.61565476919023
2011-02-24,187.35174183346385,183.0473531096716
2011-02-25,189.2259134334352,183.8680079026139
2011-02-28,189.6085430780404,184.0172563152137
2011-03-01,194.0170189794473,185.97870904968937
2011-03-02,196.63008440587305,187.13197129465192
2011-03-03,197.9485712207962,187.70248876829717
2011-03-04,198.52112385971807,187.93722959208003
2011-03-07,199.48158923380527,188.3465864515356
2011-03-08,198.3731337106235,187.8246341426044
2011-03-09,198.951416298366,188.0619542800117
2011-03-10,198.2664551950776,187.7306347876717
2011-03-11,199.398598362513,188.2172710718778
2011-03-14,201.54811726175276,189.1618713602044
2011-03-15,205.06911658641008,190.72383319959357
2011-03-16,207.2500595028949,191.68257876647195
2011-03-17,210.45163023540036,193.1007522501961
2011-03-18,210.7887896314203,193.22953261099568
2011-03-21,210.627044212794,193.1337347190294
2011-03-22,214.5724114930661,194.88672261269625
2011-03-23,213.3272923605085,194.3032522056994
2011-03-24,213.7118116647572,194.45335124404664
2011-03-25,213.3097300590944,194.24936782252533
2011-03-28,210.5591580324048,192.9882291932721
2011-03-29,209.1562981474505,192.33375299456392
2011-03-30,209.74501246233797,192.5757688847479
2011-03-31,210.667354452719,192.9679647665518
2011-04-01,210.35483173313136,192.80429558352924
2011-04-04,210.5718041578145,192.87897466441856
2011-04-05,212.1843428178384,193.5818573513704
2011-04-06,211.2464630264265,193.1366884310797
2011-04-07,212.3427227310501,193.60717203713708
2011-04-08,214.4653730305673,194.53967762239623
2011-04-11,212.74442307702927,193.7420155575888
2011-04-12,213.0371231722806,193.85078285937064
2011-04-13,210.84280471460832,192.84003756775465
2011-04-14,213.62863615955868,194.07106914615136
2011-04-15,211.4464220940696,193.06577254295263
2011-04-18,212.8673884623804,193.68242038683692
2011-04-19,212.3258733322224,193.4156720523568
2011-04-20,211.71745910011265,193.11880955427964
2011-04-21,211.31147471557196,192.91306932470832
2011-04-25,211.55308442644483,192.99883871155453
2011-04-26,212.46560228433165,193.38661233054015
2011-04-27,214.62083554523684,194.33378491010936
2011-04-28,213.71319759994887,193.9022291222785
2011-04-29,214.7969896638704,194.36710052805856
2011-05-02,214.9416374539711,194.40922320630185
2011-05-03,219.4660002676726,196.4228415455728
2011-05-04,220.76547687618472,196.98480173720748
2011-05-05,225.160462863028,198.94018209186615
2011-05-06,224.76796414763268,198.74051233520223
2011-05-09,226.9369960939096,199.6938962583665
2011-05-10,223.8835055748768,198.29640113136372
2011-05-11,225.2840085274644,198.90383752886908
2011-05-12,223.7066161671494,198.17079683738865
2011-05-13,225.25097499131573,198.84298892225948
2011-05-16,220.66341208239567,196.75494271777683
2011-05-17,220.8353557358378,196.8093524054433
2011-05-18,220.19727720508595,196.49913674156227
2011-05-19,223.61207162911347,198.01329127607528
2011-05-20,224.8827837459467,198.56230330921764
2011-05-23,225.7412303280036,198.92573714960284
2011-05-24,225.3963635499302,198.7475085407112
2011-05-25,228.68411664530103,200.2044763727003
2011-05-26,230.52079420248683,201.00825347580704
2011-05-27,230.0944393149763,200.79334359565192
2011-05-31,228.1167286484262,199.8801026530174
2011-06-01,225.4123820933358,198.63977204786116
2011-06-02,227.06388531916363,199.36019432928404
2011-06-03,228.6963848712573,200.0720622634083
2011-06-06,225.8533920951651,198.76932111280388
2011-06-07,227.72206886727287,199.58750244173584
2011-06-08,225.55565284827523,198.5893172163053
2011-06-09,226.5039170887709,198.9931817937292
2011-06-10,226.190098010618,198.82892909214613
2011-06-13,229.82476229171124,200.44205637094015
2011-06-14,231.980101981492,201.3892768251954
2011-06-15,230.2760619171752,200.59922662967165
2011-06-16,231.4863128744965,201.12102255379165
2011-06-17,232.70133820792523,201.64496763042317
2011-06-20,227.27265511859463,199.17829753553823
2011-06-21,226.1184374035597,198.63574574445832
2011-06-22,226.4420076202182,198.7584090297818
2011-06-23,229.13871093439303,199.94932026416785
2011-06-24,225.3511319389407,198.22138075883325
2011-06-27,227.1370272079914,199.00229860553048
2011-06-28,227.2070010646121,199.0108073811913
2011-06-29,231.33345781110123,200.8453113094193
2011-06-30,229.71781544715057,200.09505270135512
2011-07-01,228.81967151231805,199.66777054930984
2011-07-05,228.94538040912065,199.70136803116324
2011-07-06,227.55554447970516,199.05275447205835
2011-07-07,227.5604737025583,199.03198392744605
2011-07-08,228.6512034565312,199.49997826980544
2011-07-11,227.1452187617287,198.79908121109196
2011-07-12,225.64612551515225,198.1012863008241
2011-07-13,225.9638447052507,198.22131577726543
2011-07-14,221.96708512959503,196.39921521411995
2011-07-15,223.16331405203903,196.9146992139256
2011-07-18,225.28841573409989,197.848308271327
2011-07-19,226.1884436015089,198.2304596266899
2011-07-20,226.41084100773384,198.30758072628413
2011-07-21,230.11313652699235,199.95115168538163
2011-07-22,226.91289036962343,198.487595614094
2011-07-25,225.65272008581525,197.897350074868
2011-07-26,224.69111098108417,197.44149957641335
2011-07-27,223.61420034267013,196.93374695942023
2011-07-28,226.7136579965449,198.30595500441163
2011-07-29,228.48223746241592,199.0790782811298
2011-08-01,230.55933076939093,199.9910767159907
2011-08-02,232.5514550294293,200.86482700540708
2011-08-03,232.47939474981035,200.80940021097496
2011-08-04,233.51122159187125,201.25087986687643
2011-08-05,230.4838472401572,199.86514073021488
2011-08-08,230.70377478397987,199.94115004087968
2011-08-09,228.71617636056183,199.0234581932628
2011-08-10,227.7077937325397,198.5465529487641
2011-08-11,231.5334830657384,200.2456687022064
2011-08-12,232.80372449993408,200.79446886706464
2011-08-15,230.6593047629025,199.80618510329987
2011-08-16,229.716518988212,199.35880776355197
2011-08-17,231.2857505023877,200.04219604173497
2011-08-18,233.2637535337757,200.9095897543772
2011-08-19,233.38125465170805,200.9394925773547
2011-08-22,235.32629514982912,201.7920484627101
2011-08-23,236.89554338864187,202.4754442874556
2011-08-24,236.2586624815393,202.16576770777007
2011-08-25,233.320136569888,200.82002304291103
2011-08-26,232.694677052886,200.51548773215853
2011-08-29,232.7198707414426,200.50383906379403
2011-08-30,232.69869093489515,200.47131570421075
2011-08-31,234.66726293995444,201.3344641162093
2011-09-01,233.71994904201927,200.8850484949905
2011-09-02,233.28306662008785,200.6653997581068
2011-09-06,231.2255575036737,199.71623811676992
2011-09-07,230.41979253130063,199.33053968245716
2011-09-08,228.84163823941884,198.59715603201644
2011-09-09,230.59212983129936,199.36213718771177
2011-09-12,236.39578837511573,201.95162086183515
2011-09-13,237.2580212480356,202.3167590799276
2011-09-14,239.6341474636048,203.3633649442943
2011-09-15,243.3597522966065,205.0174284195172
2011-09-16,244.63614110762205,205.56899578791356
2011-09-19,242.1769909817691,204.43903850470105
2011-09-20,242.22327805450843,204.4368848617164
2011-09-21,241.81334881042312,204.2293689029862
2011-09-22,242.1599847757737,204.36241504362437
2011-09-23,245.2837185815793,205.74555080301369
2011-09-26,242.98555364307904,204.68805979720727
2011-09-27,243.61203088363916,204.9470743909689
2011-09-28,242.15849331426185,204.2697860242968
2011-09-29,242.74326762927976,204.51002836071945
2011-09-30,242.7234601640343,204.47812278575236
2011-10-03,239.8833883566313,203.1766964986788
2011-10-04,239.8438128341684,203.13589246088017
2011-10-05,241.6217754021401,203.91323948135397
2011-10-06,239.64416905850152,203.0000455054409
2011-10-07,239.13744392777733,202.74895760626129
2011-10-10,240.6612788666891,203.41191097498012
2011-10-11,238.6969170710679,202.5046789276847
2011-10-12,241.9337701102856,203.93873444084025
2011-10-13,243.92053671474463,204.81007303062864
2011-10-14,238.27688197224708,202.24663504448853
2011-10-17,241.60176481049143,203.72031654286923
2011-10-18,240.8819463132593,203.37330626033656
2011-10-19,242.85805521806464,204.239847322165
2011-10-20,244.1041730979392,204.77778847560825
2011-10-21,242.0728485964141,203.8404136517204
2011-10-24,243.97325831991495,204.67287934165495
2011-10-25,241.787721474932,203.666087040727
2011-10-26,244.592752163751,204.90576099680865
2011-10-27,244.80799889118663,204.97966327161677
2011-10-28,244.1207459985467,204.64731215470687
2011-10-31,247.08511918408607,205.95871292855287
2011-11-01,244.2482481339116,204.65872742255783
2011-11-02,244.2413098157175,204.63261474177472
2011-11-03,244.9453854561494,204.9265596611212
2011-11-04,244.2323409681192,204.5825986305821
2011-11-07,240.80343517112453,203.0161131592787
2011-11-08,240.21454350707955,202.72803862316965
2011-11-09,240.9972085759811,203.0573599881573
2011-11-10,243.31626352492643,204.0782756244463
2011-11-11,245.16093949822712,204.8856531758961
2011-11-14,244.4448712556268,204.54033102738305
2011-11-15,243.47393851923587,204.08028353166435
2011-11-16,243.73189344470512,204.1734105723972
2011-11-17,243.21537210032457,203.9179129517347
2011-11-18,242.1866771711884,203.43186427944684
2011-11-21,244.37451892538968,204.3937153059534
2011-11-22,241.3688734871481,203.0177572916145
2011-11-23,240.2921875392149,202.5101058197015
2011-11-25,238.47572312689752,201.6694486713012
2011-11-28,233.37992739780495,199.35262529547376
2011-11-29,234.28105169518935,199.73527016406516
2011-11-30,233.71780444708705,199.45873923869576
2011-12-01,234.9075895744731,199.97132261408987
2011-12-02,234.97340067877343,199.9779575468819
2011-12-05,233.5396556162393,199.30957860292543
2011-12-06,235.08724799171208,199.9832261957152
2011-12-07,234.6813232893308,199.7775128190728
2011-12-08,230.3209077986615,197.79171529257076
2011-12-09,231.3121386081524,198.2149209513601
2011-12-12,231.72246328358884,198.37663609322692
2011-12-13,231.02042306408623,198.03762857266253
2011-12-14,231.91280954746813,198.4163401785609
2011-12-15,234.0794063243907,199.36862793642263
2011-12-16,235.06983804268376,199.7914738691317
2011-12-19,232.099754229294,198.43152365030187
2011-12-20,231.21744696597477,198.011370276636
2011-12-21,233.07790071538335,198.82585006456677
2011-12-22,232.53148577489412,198.55689608095784
2011-12-23,233.0630211647516,198.7731733044385
2011-12-27,235.6933518775718,199.93420740298492
2011-12-28,234.55692429676805,199.39966367744552
2011-12-29,235.58355843961107,199.83880586651708
2011-12-30,235.17216866220204,199.63063244347077
2012-01-03,234.06932556103143,199.1112065540752
2012-01-04,234.27124276975067,199.1791086399527
2012-01-05,236.5759225166616,200.19355338767804
2012-01-06,236.3115572338432,200.05156191267136
2012-01-09,238.15233363549933,200.8571841064034
2012-01-10,237.7493484441438,200.65279396942225
2012-01-11,237.36689685365909,200.45764685413292
2012-01-12,235.21402445017864,199.46555816823556
2012-01-13,236.2299624880542,199.89988560246363
2012-01-17,232.53675496595812,198.2144267121708
2012-01-18,234.94136326424825,199.27385357969305
2012-01-19,232.56375537411927,198.18060192749203
2012-01-20,234.3231225588681,198.94957836290703
2012-01-23,234.8735535282505,199.1743612991646
2012-01-24,233.29926604756855,198.44271824316684
2012-01-25,231.21349536657343,197.480834890158
2012-01-26,230.41611034600476,197.098908649017
2012-01-27,226.81810010684563,195.4563020823023
2012-01-30,225.56626733956853,194.86980958039365
2012-01-31,222.4898499918456,193.4619941142525
2012-02-01,221.61967443169436,193.04730174556417
2012-02-02,221.63936708246328,193.0331768370476
2012-02-03,223.32407909406928,193.7685478236792
2012-02-06,223.7619194433037,193.9426489192564
2012-02-07,216.8434591034168,190.8053668101265
2012-02-08,219.9177818663845,192.1662605562963
2012-02-09,220.67569988054927,192.48444221903145
2012-02-10,220.3045604828196,192.2943872197701
2012-02-13,219.905531066006,192.0917777235974
2012-02-14,219.7808655908188,192.01267107806584
2012-02-15,219.7244911323991,191.96430512301976
2012-02-16,219.18870267053825,191.70013456850324
2012-02-17,221.56226259766157,192.7455852507643
2012-02-21,221.7914071506221,192.8257435424132
2012-02-22,221.690724146534,192.7574324177404
2012-02-23,220.4412014239508,192.17197979389533
2012-02-24,222.43617813695877,193.0470140770925
2012-02-27,223.41634171248324,193.4652378967585
2012-02-28,222.18938360723067,192.8899425642322
2012-02-29,223.16940767196925,193.3081035906266
2012-03-01,225.56872027466497,194.3651466377172
2012-03-02,224.16364612152472,193.7096736971094
2012-03-05,226.20040844373972,194.6035174642857
2012-03-06,229.91681958459213,196.25344247276848
2012-03-07,225.25676931053036,194.1327666078309
2012-03-08,223.7318611306446,193.42335128638
2012-03-09,223.05488400659956,193.09562571822576
2012-03-12,225.59015025580877,194.21386726183195
2012-03-13,222.19199093201863,192.66122209047987
2012-03-14,223.53729879768585,193.2438128554465
2012-03-15,223.0353189211378,192.99486097889613
2012-03-16,220.3258120830108,191.75220750744447
2012-03-19,220.55587441000029,191.83277889219747
2012-03-20,219.09187718259173,191.15078219523295
2012-03-21,213.59870130322787,188.65508110420888
2012-03-22,214.06349559756185,188.8413153236368
2012-03-23,211.22807348135672,187.54198204937015
2012-03-26,209.7060555045576,186.83386771539364
2012-03-27,212.04278626119373,187.8627400135628
2012-03-28,210.0983245143151,186.96446581447177
2012-03-29,208.1485823182712,186.0638146689793
2012-03-30,208.8804566133925,186.37027296608065
2012-04-02,211.50722632293773,187.52970410047735
2012-04-03,209.7769114578631,186.72782650251236
2012-04-04,210.15332342418063,186.87427609293312
2012-04-05,209.7659763826888,186.67692532758676
2012-04-09,206.7532539395561,185.2977816454909
2012-04-10,210.12128242320708,186.7908848382747
2012-04-11,206.8560226889138,185.298063418778
2012-04-12,205.2585055008014,184.55596370317068
2012-04-13,205.7267138772094,184.74373475270588
2012-04-16,203.11897630261564,183.54689195613537
2012-04-17,203.2855054462441,183.59886439532045
2012-04-18,202.92135081922427,183.4119535142024
2012-04-19,202.48543504604717,183.19273988335263
2012-04-20,202.4563032393881,183.15663699854423
2012-04-23,198.9041660731037,181.53467987397948
2012-04-24,200.00489507627816,182.0071752873778
2012-04-25,198.02788439391932,181.09424942781493
2012-04-26,196.27967400978343,180.28431629977865
2012-04-27,192.7649188618776,178.67918638281574
2012-04-30,192.3274077262153,178.45925462813207
2012-05-01,191.99382488420608,178.2861054277652
2012-05-02,190.38265287255427,177.53785909459174
2012-05-03,186.4470878131794,175.7433047790905
2012-05-04,185.60925583563645,175.3431716186292
2012-05-07,187.0852772418436,175.9846020796442
2012-05-08,182.96586309118004,174.10728948292092
2012-05-09,183.72310652217283,174.42516748305374
2012-05-10,188.0001502241425,176.32745699880968
2012-05-11,187.53802740186475,176.09644646724877
2012-05-14,185.50813050298387,175.15971429122226
2012-05-15,186.21306880459383,175.45404751251087
2012-05-16,186.6894706100312,175.6455067772839
2012-05-17,183.7033411198744,174.27833370029742
2012-05-18,183.75464787737224,174.27843963976585
2012-05-21,188.2959578370113,176.29968660599016
2012-05-22,190.3707710464104,177.2106587158767
2012-05-23,186.95944393690263,175.65208614592353
2012-05-24,189.5707531702255,176.80455788051805
2012-05-25,187.73783353607155,175.95649353922028
2012-05-29,184.96478386127365,174.68523673801877
2012-05-30,183.8711766418108,174.1699682813628
2012-05-31,183.5407182637626,173.9982255076509
2012-06-01,184.63758893966877,174.4689841420555
