,Activo_1,Activo_2,Activo_3,Activo_4,Activo_5,Activo_6,Activo_7
2010-02-10,80.97413473927918,74.58582438666215,101.85597425158267,98.35692651027158,99.94495375019847,88.74797013278793,108.34825187313473
2010-02-11,80.20502626140043,75.67065611377235,100.9783978747032,98.44409208282262,99.47168175752454,88.4563741232492,108.25450794338313
2010-02-12,79.64765777578883,76.00919315993858,101.59522011088785,98.67009182374795,99.54612041212788,88.91265798960718,108.69964796825344
2010-02-16,79.80272587839406,76.62786526776355,100.06495407011215,99.83990495276255,99.67965553914507,89.52909636921801,109.31925547464552
2010-02-17,80.09104785370003,77.06027487374192,98.87414292974472,98.4449937332849,99.47374297257511,88.77446323935104,108.19421442324901
2010-02-18,78.54602119433868,77.93834194907528,100.12256012894187,98.62032996371704,100.19620928986802,89.61676694431235,107.95106979952558
2010-02-19,78.92486773686426,78.05849178825419,101.515328172552,98.2581466070609,100.96354888071686,90.10200480245382,108.92281976902214
2010-02-22,80.40485231091678,76.12197934332634,100.98570860560861,98.72498228435292,101.15512867809305,90.5475826916704,109.54739611355572
2010-02-23,82.82350331923894,73.76216317954868,101.70562738012272,98.66647833467188,101.79401183328376,89.91736289970044,108.45797867597456
2010-02-24,82.11257870979478,73.51676306718807,101.18732162687668,98.63744034277056,101.80950513521483,90.57171060241723,108.71366367168963
2010-02-25,79.0913923272383,76.50148964413519,99.58208600114789,97.82267182547207,101.62855618802558,90.8701593403265,109.20750649209083
2010-02-26,79.99778460887488,76.50672469105291,99.89679865431036,97.93546862439858,101.94889206092436,90.64917909517858,108.78439808277848
2010-03-01,82.94448724219205,73.1456767017969,100.88378825786403,99.40180337490783,102.58623750974502,91.1219404657503,109.40157341185922
2010-03-02,83.2821582872721,73.16315054462204,103.31051298896982,99.66689181483206,103.13080668613706,90.56104983500556,108.32945987524691
2010-03-03,80.81643317829325,74.85665269453426,103.5179097030975,98.68937791007428,103.03702772978137,91.12635591455765,108.86246625360407
2010-03-04,78.85711910390819,76.75953557582363,103.85350250983886,99.00492664434857,102.95286415904698,91.0567080783997,108.40459254437891
2010-03-05,78.64854477284028,74.72050402370826,104.66010178125426,98.86757546983496,102.54520755513737,90.71486621419378,108.57112429224692
2010-03-08,77.33347781496157,75.6689255434147,104.2639890872217,99.3602410877637,102.62128570074668,90.61825917934303,109.48070686160526
2010-03-09,76.19889423525449,75.56427627879728,103.37715159325823,99.04858815859299,102.33718977495174,90.82666257925696,108.32879373771142
2010-03-10,75.49923288023571,77.01538317909018,102.7901113785222,98.63038886351143,102.13125630006124,89.9540943195758,107.15734931320101
2010-03-11,75.24046553336015,76.57288944182106,102.985279314348,98.93608451019298,101.66035173822043,89.97497763903462,107.44776022980739
2010-03-12,73.23824475454413,76.51831510815424,102.7381683885289,99.25836404983339,101.55591069824223,90.54891678436923,108.21203248228753
2010-03-15,73.65007405711084,76.51398807385844,104.1299366196608,99.48804901418168,102.17781093927539,90.41613770635293,108.89714184623176
2010-03-16,72.7787686849253,76.31984356393734,104.40489847524458,100.62152849493249,101.65874937350475,90.09134896071097,108.63962805264215
2010-03-17,72.88637561918397,75.35812526091895,104.2509684453909,100.98677505834996,101.39689500372715,90.55173002283512,109.11722680106169
2010-03-18,73.53055022282943,74.97406812600143,104.9276957640507,100.76332332676616,101.8139842051494,90.55530367211368,108.81369382564544
2010-03-19,71.9232560928145,75.56742654569261,105.72882896860918,100.23966688667527,102.34836007021156,90.96429412284509,109.77107883472817
2010-03-22,71.95812055247521,74.74932074578398,106.20333880095016,100.24661138727481,102.02804134144728,90.36890882377989,109.67784971330416
2010-03-23,73.98325521799988,73.39364372886027,106.90017854430296,101.1921338362649,103.03677143616825,91.20181280736111,111.22292010678078
2010-03-24,73.32234670651457,75.93145024021779,107.8420499571106,100.74290375656147,103.67099101439769,91.6659993160782,111.41596535085321
2010-03-25,72.51301940325753,77.83868994269741,108.24635997175156,101.70856788706209,104.11921463719204,91.50997175659178,112.31139132319487
2010-03-26,72.39335127180316,77.92624911144486,108.48558948327742,101.15362891086536,105.60023491264984,91.93111079192614,113.62165061259189
2010-03-29,69.90664246465147,80.37268498744704,107.30781292487463,100.5178668242119,105.18291893939279,90.90767198397661,113.20116662050282
2010-03-30,68.83720871772557,79.04808546084749,106.00512897635787,100.49603538066387,104.93385738226402,91.81310716563547,113.25595572183454
2010-03-31,69.06104794942333,77.74537349445065,106.39744972644596,99.79021877269749,104.85980005774368,91.03042537458334,112.45688497441643
2010-04-01,68.35810322075834,78.68329506528275,106.0782730063701,99.46020138728274,105.30243033962124,91.20195123650811,112.37532921139865
2010-04-05,69.20849109200302,78.2427628163863,104.8531481501383,98.6837513364035,104.87111829896162,91.6975613482972,112.8189837386204
2010-04-06,69.7094089361786,80.18631222584548,104.95008908576372,98.8363022697042,105.02773129180994,91.71185486119596,112.20854590856266
2010-04-07,68.70597961934651,80.34828595086566,104.95645285012064,98.80225493001916,105.01283073254017,93.25283393461639,113.65375237486921
2010-04-08,70.04966203173561,77.74422878772941,104.36272050839172,98.45191109279855,104.84965675110399,93.21506211668373,113.74454012086666
2010-04-09,70.15738687677387,78.22472823927764,102.77694095877179,98.15992509939072,105.46543730996676,93.11896211417748,114.03198180103297
2010-04-12,70.57212029813832,76.85410101753905,103.64266012692386,98.99894346965156,105.32701092231461,92.08684305087714,113.44494108404893
2010-04-13,70.39197187197811,77.75206462563263,104.69553573689028,99.68708928467036,106.11834393497118,92.38183879923216,113.57860251841505
2010-04-14,70.421585183106,77.25136847158328,104.74933205909647,99.2407323935316,106.68775547220181,92.61625178969288,113.10528001057163
2010-04-15,71.7446871084079,74.71188189992755,104.70705696075059,99.03867657687903,106.75407792518027,91.96603990365097,112.07231882003671
2010-04-16,71.54051778245602,76.13785013364239,105.56954804304499,98.31188279669337,107.31405499696358,92.22559792049346,112.45991518894941
2010-04-19,71.65346664327166,75.17270019835682,106.36723880047995,99.09144820115722,106.67946360005598,92.870588306601,112.49427560638247
2010-04-20,70.78340960065046,74.55100120471289,106.36642759352061,99.3699322929116,106.8029322441412,93.40226057243473,112.75383753734283
2010-04-21,71.71207185401525,73.73928889252456,106.8826310648749,99.6186791879393,106.95541107596927,93.01107694024256,111.54814060720805
2010-04-22,72.67319266693444,73.17582696957453,107.4720207338247,100.71370460558347,107.4410480480025,92.28262039353828,110.58076858406258
2010-04-23,71.50860547713506,74.21291450349776,107.01650337539908,99.89470962924277,106.82623121642618,91.24265902998776,109.79608138152676
2010-04-26,69.50672202174184,75.97381825547316,106.89024782716723,99.0328409592347,106.99833292058943,91.69081516705677,110.18596554439287
2010-04-27,70.25535159212347,76.12275069849957,106.81856008586075,98.98942613117683,107.10116742744229,91.98990565081554,110.25204730631243
2010-04-28,69.67127037715241,76.81121373412513,105.67724144287233,99.09688278925938,106.3788373143973,91.99354832039808,110.39593632278078
2010-04-29,70.95457726147275,75.46429954529506,107.72361644217101,99.68526357977717,106.28195248744494,91.64316290601536,110.55358421120148
2010-04-30,70.11073305482562,77.69374904066599,107.39222236636397,100.64105377584109,106.0895263732335,91.3628738451269,110.09468162751466
2010-05-03,70.08331250778167,76.38667168556114,106.30481475234319,100.47635742121695,105.69362201294504,92.0503436242768,110.88894200704597
2010-05-04,69.09516777728545,78.3229219837764,106.02180750836612,100.39177180623909,105.74777510187971,92.44221093302353,111.25672625172817
2010-05-05,70.22539818228677,76.40249426333405,104.52613723215487,100.13098854706465,104.94112054351031,92.23976568603612,111.09259226167255
2010-05-06,68.54589051024706,76.68069256723501,104.96118167275911,100.2021798118366,104.60607822931958,92.87794842792216,111.63777659833421
2010-05-07,67.76583892657338,77.97181150019865,105.61537067863031,100.35003543372876,104.24438186227542,92.6738736772534,111.6306025403164
2010-05-10,69.01315359119783,78.33643368496635,106.93894822497238,100.81555577508715,104.92537868464966,91.78856303437179,110.50966498225117
2010-05-11,69.12570669467026,79.35962105463295,105.67042956299048,101.6833102853833,105.09480511427464,91.96090032538883,111.26765663727504
2010-05-12,69.90942785062387,77.77884286604697,105.40692367415397,103.60265117501677,105.35124495039376,92.98856359633537,112.87883956332718
2010-05-13,70.98274606231102,77.08234531501664,104.65263009778657,105.88081808525196,105.91121941293954,93.54727683258105,113.1279717960269
2010-05-14,72.14983148053626,76.6692424172004,103.83624856299028,105.74542032182651,105.97617284979226,94.02972970044685,113.44923141922965
2010-05-17,71.6793158886828,77.780356943348,103.59401105599167,105.34759790387014,106.10116253185912,94.06407424830735,112.98790862245784
2010-05-18,69.78597925626433,77.93902502961551,103.3260135850282,105.84970433517304,106.02822738297127,94.23073782241985,113.56574517141023
2010-05-19,68.13001752626877,79.9654069530471,104.22204867870965,106.20651940550265,106.43774959061889,92.94368592576653,112.3642236657814
2010-05-20,69.19890570832493,79.44417508686206,104.6337272010285,106.30250890753784,106.95457507270281,92.47436800254997,112.2414431222058
2010-05-21,70.21118904024324,79.1655224278021,104.10271887230469,105.61805835055799,106.27212565435043,92.07398497456552,112.29040117594495
2010-05-24,72.1321890247887,75.86588197834706,104.65841051140286,105.31941212420203,105.88326613449433,92.8534030364743,112.52023323927091
2010-05-25,71.42556484753794,76.57263664752818,105.3683450805227,106.82761092258461,106.1014380266626,93.18101652532144,112.48147447393507
2010-05-26,70.9165890766115,77.58298385034126,104.52881212483464,107.33501297180841,106.68466210336125,93.4816816675081,112.79765561924637
2010-05-27,69.56833105961566,78.6349696302482,105.77147562274209,107.88980974356788,107.24342331591991,93.35507873641964,112.74160660237085
2010-05-28,68.38945358444317,80.18837496083842,107.4175571085123,107.80245765950386,107.62201752134082,93.43921089888165,111.8705273219206
2010-06-01,70.42573519306427,78.75299286922804,107.87328582997463,108.66965626060927,108.1689223518103,93.48997237727446,112.00738714524725
2010-06-02,72.27911763133903,79.63697586160836,108.41444833249383,109.12585915324347,108.44088337456348,93.25677199239375,111.79199255122904
2010-06-03,72.95875535642399,79.47852904327286,109.85187539612126,109.60859763499607,108.23736470621971,92.01057995939902,111.05148142315062
2010-06-04,73.013948013715,78.87147977724221,111.08801817160888,109.52307786726958,107.74341600649682,90.38571097213723,109.36942857581901
2010-06-07,70.83636622093127,79.57183311467818,111.8971316016403,110.26117092823647,107.88584092399519,91.09799903296623,109.66477321731384
2010-06-08,71.5453746132681,79.93892803402746,111.96338743988959,110.79341198579986,108.1879540074473,92.10525618838163,110.8461463400999
2010-06-09,70.51023983890383,81.3260893032137,111.36696606150274,111.09584484601831,108.45196411807994,91.724717677023,110.2082721580039
2010-06-10,73.87171284984215,78.14058632472884,111.84360961507778,109.64108564660144,108.42731055655062,90.9556566951752,109.34823806639781
2010-06-11,74.80438827732667,77.082463864054,111.26274835939766,110.34143647276389,108.19933013488233,90.41942251283893,109.04932254942266
2010-06-14,73.7027854139714,77.44256881360943,112.02928079790497,110.18465587197404,108.2153595350863,90.28731546611871,108.02052866078789
2010-06-15,73.9982005362369,77.26052112258189,111.04158481320854,110.55754477847172,108.35288181166682,89.93466843686438,107.8602983136911
2010-06-16,76.31994280332684,75.09486796838476,111.68041767716505,110.5314977779739,109.18521101140581,89.43245899100168,107.20784409003248
2010-06-17,76.32896494956074,74.61213141431475,111.0149915817022,110.76070149865703,109.02512424497384,90.31459805506371,107.75150349305721
2010-06-18,77.18624914247827,75.2812951737053,110.14153950556103,111.47377087253366,109.72141049265952,91.08960594067811,108.40579812632859
2010-06-21,76.93408103682712,75.62835198132535,110.17760342173466,110.57811064207505,109.35185505763185,91.15711539977158,109.24998596356555
2010-06-22,77.90387187915277,75.0179399060508,109.43838148022755,109.93798588944448,109.5906271389299,91.74579883062334,110.07896985745003
2010-06-23,77.01111453899526,75.95418594307718,109.49937321703341,110.84314049635037,110.07855125932736,92.26726570638029,110.6131906260203
2010-06-24,76.01099764919402,77.31152068423772,108.89272021424371,110.83240454851129,110.25440575313606,91.62874981251615,110.64577442285515
2010-06-25,73.99460109141702,78.56732299127353,107.25921738298896,109.75184442703387,109.854457615668,91.48860442932425,110.15380077303843
2010-06-28,74.75100627826446,78.77724977761757,108.13759759571667,110.32034436088442,110.82864205823064,91.99078336794739,110.16583062461591
2010-06-29,76.48908693194376,78.85147929161296,107.49378047969478,110.22530092825615,110.49494239193521,91.7777612985785,109.77370361685155
2010-06-30,76.65039491912493,78.00001023737998,106.93880368031904,110.63641810614548,110.11166008528653,92.23394369645254,109.94516043495028
2010-07-01,77.05579406374096,76.10628557148382,108.13709792419077,110.32781097398106,109.79574155080601,91.06942829397164,108.57463984092121
2010-07-02,78.53560788275418,76.03026195991302,108.48125293502241,111.09344152373434,110.69875602066335,91.31484721768744,108.9086041536634
2010-07-06,78.04852995788688,74.65364791661365,109.5682206939214,109.7728788264738,110.17971526108097,91.06395219729474,107.80683956815923
2010-07-07,78.99322727445569,74.62590523015403,110.35151280369044,109.7695463334761,110.45481623128197,91.23925514848065,108.128580635394
2010-07-08,77.62666116023412,73.76589210123142,109.44219688290633,108.82379735485375,109.78043713305934,90.77100560216587,108.06507190283091
2010-07-09,76.53273257134126,74.59783070589943,110.58907011393424,109.52362029645847,110.2302261433046,91.02568744931291,107.68823404687343
2010-07-12,76.34621344399633,74.92227336843584,109.60239275107224,110.23081845617739,110.87085487034922,91.32690605227387,108.48262528858432
2010-07-13,76.70178060473785,74.35119924972568,108.40142997542718,111.36445440218611,111.19328253902559,92.40490722209017,109.18873816658653
2010-07-14,78.26371188853905,73.80394420552965,107.4586455260061,111.97087004603732,111.33329245873826,92.90211147361951,108.83480865353675
2010-07-15,78.818189200212,73.3491235698957,106.89319494426705,111.86878571969172,111.82656242918871,93.17878975936505,109.1651249093345
2010-07-16,78.49271942723428,71.51919102680024,105.99495892366431,111.9652673230722,111.02608342430894,92.14149774102177,108.90381048841726
2010-07-19,79.14505874153609,70.830565437716,105.70720021831544,111.49838761074406,111.34269552595107,93.00437665696529,110.01647642555399
2010-07-20,79.33034004238593,70.57251176192365,104.70304005428677,110.54184988770734,110.44380919111788,92.24239349841092,108.88105237848745
2010-07-21,78.32342740537126,70.92221423915692,104.25787183036806,110.97711688591401,110.25858676239697,92.39308527373286,108.80745659446623
2010-07-22,77.7561021553896,68.98552538274804,104.07129476724943,110.53087778337421,109.95078536072384,92.91022094268195,109.53791963402975
2010-07-23,76.8800983299983,68.46907435166142,104.67402290827644,110.66510047973172,109.77077233662902,92.28608407762485,108.40866547377541
2010-07-26,77.21045959852832,69.29291255263959,105.07075210954497,111.05015648826779,110.17788838359488,91.99584973329185,108.47823830260671
2010-07-27,76.80738283879643,70.64059464941681,105.32957986313352,110.45924386306491,110.75564555000213,92.17680998872987,108.21880987729172
2010-07-28,75.64966091021547,70.22539680836374,105.34035450460335,110.3043957467384,110.46572042394209,91.97791155808343,108.70950591858285
2010-07-29,75.29391760908227,71.68089052910992,104.51632444687337,110.8332848745682,110.51662705383131,91.89789637220159,108.5657367851748
2010-07-30,76.30120670048757,70.66954525513647,104.65570893495607,110.36059641541878,110.49608915385717,91.59812502695318,107.70990315741659
2010-08-02,76.93826512210715,67.79488115219168,104.79518942856055,109.9954291475802,109.56300920918231,91.17936718965714,107.35190663945794
2010-08-03,77.76332251923483,67.26012038903022,105.48021943298716,109.56222269143666,110.09978754100906,90.50226807625583,106.87247764641302
2010-08-04,78.07312704955073,67.19067968431295,106.33036087721365,109.05848364018978,110.7419363290988,90.78087401809489,107.20089471285812
2010-08-05,76.51913439847048,69.55611790215829,104.91822790900152,110.18307195120865,110.34899422665278,90.88109114591447,107.73562049454337
2010-08-06,78.82381828339375,67.38307159449505,104.71702642237139,109.33599077551135,110.57701652523973,90.17869417046003,106.37790114327991
2010-08-09,78.65071122657696,68.8422412682831,105.50482299968112,110.23697035461282,110.90966049153845,90.19348088768116,105.38971995695572
2010-08-10,78.62391447594248,67.22347283262685,105.15610274100743,109.59709077265958,110.24389229291155,90.22969530311178,105.98672055059905
2010-08-11,78.12682693989282,66.09390375879673,106.0687502778991,108.85475313372505,109.49352788481477,89.67055056011813,105.31562575782033
2010-08-12,78.02766575066045,67.48358413069249,106.60610511546585,108.0741523373822,109.55770518341272,89.08162207885671,104.8007201828147
2010-08-13,79.20431791406436,66.28746024307303,106.39783350628865,108.30553629109136,109.54885559407725,89.00786531663466,105.35415086310871
2010-08-16,77.45836358465124,68.05683001685512,106.0498760062241,108.07874168617013,109.3330641800208,89.1460041862607,106.73830159009925
2010-08-17,78.50514380160257,66.45925109609293,107.21305121012675,107.9009841357088,108.82393228465882,89.55807564574512,107.21137721141851
2010-08-18,77.4969347847463,67.39887530445428,106.8443853628559,106.72427270581039,108.80093676229201,90.11583797471499,108.11279097158719
2010-08-19,79.84503553079902,65.34244305792225,107.39533352363769,106.77415914259191,109.43615046299428,90.7434057480225,108.67572137829092
2010-08-20,81.05397301428185,66.43372476464886,107.9216919887402,107.0003672178295,110.21466978537329,90.68221520345516,108.65145133499394
2010-08-23,82.63543685417363,65.9452035357845,107.5118493541663,106.13245953509372,110.99592896625138,91.93606619415498,109.65612142766149
2010-08-24,81.80201679177306,65.07894279322373,108.14658517314446,106.33068219595896,111.53153396084538,91.76184981469173,109.68491191667162
2010-08-25,83.39545051591901,64.68348282396505,107.4530372125757,106.281393781318,111.47498614070574,91.67493250440273,110.22486465783085
2010-08-26,82.96221937129714,64.96600248499608,106.7541200848724,105.21256124931902,110.58111240791972,90.97339318482614,109.84307742665196
2010-08-27,82.0672754142819,65.92151635833777,107.67413857099689,106.50425159129897,110.81866713638645,91.43506733810642,109.4858481654897
2010-08-30,83.48527110047164,65.74998357148007,107.09927346469736,106.07089963472895,110.81796867734546,90.5771473911603,109.12880002765596
2010-08-31,83.34340312934977,67.5039906348457,106.86724966449373,105.6014617965354,111.45077744763645,90.461048357603,109.34529931777887
2010-09-01,82.79186516168366,67.23166446753785,107.38519614636867,105.10860209080369,111.19042550373571,89.64705702313111,109.0481473241094
2010-09-02,81.24379630150729,67.75300854717203,108.98470884365305,105.09443822349883,111.28897755381439,89.1324224590576,108.58787500750022
2010-09-03,80.65298529631767,68.33632842874167,108.31720351356105,104.18811667160256,111.33599060842839,88.63499145704436,108.42585656303231
2010-09-07,80.24351003591232,67.97099111062745,107.81758888250927,104.12177763011923,110.69323977790424,87.53764607902161,107.09623761546713
2010-09-08,80.6589734002066,67.67804317694737,107.79038513593211,104.17293063550298,110.62915655038628,87.99343847949916,107.66383774230121
2010-09-09,79.01561670981947,69.21274631369941,108.21641571323065,103.75704381505534,110.7529192062921,88.37539674593465,108.1727573864653
2010-09-10,80.70134801616419,69.37644049848615,108.50174887177556,104.11347984178853,110.6029059873686,87.4471882859264,107.83706091716627
2010-09-13,80.67885026905866,68.50471708588674,108.28444939840186,104.04646105234086,110.48181753645494,87.20577977797761,108.31156064623978
2010-09-14,80.64903384312943,68.02900398248812,107.40299385793105,103.05475522481332,110.91347019502976,87.39536448213552,108.8740762266206
2010-09-15,81.53749066408669,65.99589911243714,108.2946084412632,102.22900520585499,110.76149776089495,86.37453939727072,107.30909984427805
2010-09-16,80.10286895780027,65.95780168821986,106.3844778334671,101.64416312393703,110.60532766234512,86.82408076329381,108.31414738871744
2010-09-17,80.13735309152773,66.8357396693745,106.33063002804256,102.23523933029293,111.48989074636299,88.36406586612954,109.98983629248174
2010-09-20,78.9330063664799,66.73112972698368,106.26761878936726,101.65535694374744,111.02825551662289,87.81522641537961,109.06334986891768
2010-09-21,79.42783342696924,68.93978379748475,105.956999880113,102.3960449517892,111.39291837806738,87.48004558313907,108.70389354728982
2010-09-22,78.70201734638971,67.73223164202992,104.2624872183404,102.02661418408287,110.44690988070025,87.03401981581223,108.13970367555318
2010-09-23,76.65965513489164,68.00426581336554,104.22753286069452,102.65311756985606,109.79024880927243,86.28181175103599,107.56037372964019
2010-09-24,77.29078409163321,67.986031745245,105.4710069443239,102.3387646167502,110.07341976267902,86.4436633162972,107.4475031815577
2010-09-27,77.35926784253749,67.21165973486627,106.61951055311438,102.34969370241424,110.56170556847499,87.17941636309841,108.3360110449478
2010-09-28,77.31778301382155,67.72892648389252,106.41899505862183,102.07755528143043,109.67806157400635,86.10112026688184,107.49864621837585
2010-09-29,76.71181979840776,67.56961427005588,106.86754958474977,101.70113402879448,109.71549549012407,86.88660189239233,108.46409786177611
2010-09-30,75.36540765950913,71.1295685161305,107.7470415619343,103.2636893944871,110.43482856103373,86.32001267242677,108.3565356000483
2010-10-01,76.44171305835724,69.90473042726327,107.55655901058311,103.80837710785701,110.74318860215416,86.74069779929624,109.06835349559758
2010-10-04,78.86374002619513,68.75941039030053,108.32549686315022,104.54076931709233,110.45643288366207,86.60390186153677,109.10394140258437
2010-10-05,78.04371265219926,68.11008915199099,107.85759430793115,104.6988035670487,110.53352806087265,87.87190343246192,110.37555843045178
2010-10-06,77.23357193816142,69.76024345809957,108.79121283176792,105.47283038346572,110.63803589064388,88.14712637558209,110.6518015816856
2010-10-07,76.71663653971585,71.10974897571722,109.74329952398575,107.06300429635412,111.38497695129598,88.64641381205912,111.82431597232315
2010-10-08,76.15806004574115,71.50345104605653,109.64015953425292,107.24735255626007,110.8495238041239,88.83993574627922,112.18833250054622
2010-10-11,76.74766232515793,71.77278670435538,111.91560534037255,107.47969543696388,111.51398521357659,89.17844848225135,112.92490342162965
2010-10-12,76.91739502887037,72.21443144689364,113.02461353462789,107.0071231626975,111.72763928402091,89.05646446795465,112.4855318133428
2010-10-13,79.08654493376025,72.54143948352218,115.26897150047421,107.37152257006841,112.90486295036015,88.61544009968337,111.82986334647902
2010-10-14,80.68543858053546,72.7048162599962,116.56389879826307,107.3782916562626,114.11038193754753,89.14464301710056,111.48949594256366
2010-10-15,79.80581527693285,72.9076877005463,116.78234532317067,107.13725399499148,113.64239812129686,88.33724226368612,110.38926428386168
2010-10-18,80.76050738078251,69.71431069691754,115.97191675328997,106.36088484230176,113.43614897343726,89.52670684795912,111.72480850738863
2010-10-19,81.50967193057222,67.86078362070376,116.43882728828424,105.79718041951182,112.37291887728212,89.92282047120361,111.78925697273829
2010-10-20,82.42815155555445,66.57143018969145,117.23656808912648,105.17433381485168,112.4378752971064,90.95012675610518,110.99662417053875
2010-10-21,82.60518106554268,68.25428314126391,117.77145882849587,104.92569532770746,113.28058261101408,91.23537198819557,111.12567970892529
2010-10-22,80.83255975921223,69.26164349717259,115.80486466496545,104.88671388580929,111.98788193441234,90.43767877017177,110.38425324758688
2010-10-25,83.09492173542222,66.94054957948481,116.42927977387566,105.26305729250244,111.56279194495036,90.11610271598711,110.00225645042852
2010-10-26,83.5919854880253,65.88386925249536,115.78166222691554,105.27175330096577,111.48911281441082,90.15183382197459,111.23349713088204
2010-10-27,83.72711029778259,66.926415342683,115.23962163998226,104.75988365359564,111.48971177549176,90.16510781454942,111.20863322079731
2010-10-28,84.27614631791961,68.03417734626089,115.42784525497788,105.21245949137118,111.94690554017129,90.30992962576553,110.97546395557495
2010-10-29,83.20334910749284,68.51652706284341,115.58916386626925,104.59612140697834,112.02555669951175,89.93343132818856,110.67791476873386
2010-11-01,84.0551973694431,68.1897130562492,115.38658884108011,104.39188684694774,111.5140589074091,87.93545742182901,108.94680536416952
2010-11-02,84.48193194011766,68.4555492919199,116.11941593462309,103.3808669422053,111.96214654393711,87.39216394874235,108.44359754000247
2010-11-03,82.859573540181,68.87964304889198,115.84821049574333,103.49540376988345,111.08767307710593,87.04744137745354,108.37462230640085
2010-11-04,82.59658796047988,68.99308920478134,115.73985414754762,101.68931081138247,111.34555720933874,87.16151561471784,108.36245320164635
2010-11-05,83.23511554803889,67.95851861666924,116.49656744812262,101.31442449469294,111.16151130414721,86.22105730548662,107.40915378600099
2010-11-08,82.09361755015131,67.61843959328239,115.69886615821812,101.34227227578397,110.2043537148887,85.44653171614432,107.06119465852075
2010-11-09,79.61254299418056,68.40663048644977,115.59732251601724,101.07822484374796,109.4270141297658,85.51872116225805,107.69998192014246
2010-11-10,80.23649518734906,68.18546118252293,115.11854218435226,101.60945205689451,110.2432992232647,85.78408272397249,108.15053970475772
2010-11-11,77.5419577133401,68.94731073361184,114.03838753836649,101.93743571607125,109.96589567516405,85.26623065848042,107.78466300421684
2010-11-12,77.06489393034131,66.21158338388176,115.40147008089986,101.962118193934,109.06117980338719,84.43443326073752,107.71072621208013
2010-11-15,78.55993850466476,67.35438408254954,115.1990576492076,101.60338945331682,109.74529477284557,84.7790227456976,108.2480162259253
2010-11-16,79.22188211544636,66.5115935115589,115.7746302632533,101.95009359468304,109.85863884256281,84.8718506784774,107.58905314397808
