,Activo 1,Activo 2
2010-06-22,125.99971331083444,172.2777718428453
2010-06-23,123.53614453494691,173.0741128725702
2010-06-24,126.93344474798693,171.03265295870702
2010-06-25,127.9687992316272,171.72519341285445
2010-06-28,126.65222436026372,171.34859573921088
2010-06-29,126.4512702988581,171.07101208131365
2010-06-30,125.8608712863216,169.42168421384798
2010-07-01,128.50163972597738,170.5150450810916
2010-07-02,126.79607352630578,169.0743130194679
2010-07-06,128.0410531360406,168.5200370656287
2010-07-07,128.44778180641197,168.22101695759338
2010-07-08,130.0696948650093,168.93131478215253
2010-07-09,128.5581893278744,167.57325324455914
2010-07-12,125.15102377937583,168.19957729864987
2010-07-13,122.61520352955766,167.71394923829502
2010-07-14,121.38955537286272,167.68043819330015
2010-07-15,117.20111940369104,167.8871402712882
2010-07-16,118.45234788576408,167.99395686826588
2010-07-19,117.8578070495178,168.10970940536433
2010-07-20,118.8329924415313,165.3689394877036
2010-07-21,123.25055196870382,165.7760114099664
2010-07-22,121.9008736052936,165.4057025195262
2010-07-23,123.08543932461951,165.30895304445633
2010-07-26,118.68826594690532,167.3825656200533
2010-07-27,118.5367075084092,168.41675961944955
2010-07-28,117.0993786535848,169.96473512820796
2010-07-29,117.82536808405128,170.58953084482926
2010-07-30,115.60707369638185,171.8138010820071
2010-08-02,117.22518237956788,173.12834654927096
2010-08-03,115.92928003904608,172.66838668157243
2010-08-04,121.11630934581224,171.6321556245988
2010-08-05,120.90856917037944,172.78252044954343
2010-08-06,121.2175052238814,173.3815475282924
2010-08-09,120.42714374697808,173.76867606250545
2010-08-10,117.63114960185229,175.4378337393711
2010-08-11,117.4627351500923,174.77965751259205
2010-08-12,119.0290267059208,174.33990966240245
2010-08-13,116.1717153937672,173.01832257230149
2010-08-16,117.79856892028454,172.8783076245789
2010-08-17,117.5957995918292,173.96980250517237
2010-08-18,115.1971410152537,173.2613637519056
2010-08-19,114.43899342675364,173.37408202071416
2010-08-20,114.4386056039868,173.1073508727805
2010-08-23,114.39520109188346,173.0193587634515
2010-08-24,112.89694660780007,172.2289911255329
2010-08-25,113.59678471896254,171.36106712476277
2010-08-26,111.13062271366618,171.06905015811876
2010-08-27,110.87486355207288,173.3339911247058
2010-08-30,109.40956343482829,174.29163412795026
2010-08-31,111.15452285079677,173.12707907439264
2010-09-01,112.9571135951786,171.9675645662074
2010-09-02,107.1702958316208,172.58984782069948
2010-09-03,103.38071705914716,173.0574753208835
2010-09-07,101.96116306380378,174.72804644892645
2010-09-08,104.41659296996554,174.2955981598232
2010-09-09,102.98857775883764,173.10602861888682
2010-09-10,102.10651432313377,172.84579851128234
2010-09-13,101.39300042659306,173.0205763922934
2010-09-14,102.7650219215798,173.38739925087785
2010-09-15,101.1682864197473,171.97516565339694
2010-09-16,104.27824924370772,171.3077619599165
2010-09-17,102.92882511709652,170.8078284018196
2010-09-20,98.94648561417443,170.35090731858267
2010-09-21,97.97877954377272,170.98716345530934
2010-09-22,99.61598981807887,171.00972616933203
2010-09-23,101.76924960186872,171.36690503279422
2010-09-24,101.8274321505978,171.5458873997881
2010-09-27,101.4987368471661,171.17170065724164
2010-09-28,100.99961046372596,170.06779323213942
2010-09-29,101.71255006453724,169.09814042472215
2010-09-30,103.66633150297744,168.86866221578956
2010-10-01,103.86862661207203,169.37899066610134
2010-10-04,105.3839113296145,167.83454858770196
2010-10-05,105.01928537476049,168.7294058559787
2010-10-06,101.35747404135726,169.13367813320048
2010-10-07,96.4630707841833,168.13478000487865
2010-10-08,96.6413436376252,166.50465030883922
2010-10-11,94.55514570779204,165.0585329628738
2010-10-12,98.29218108958378,165.2407994302648
2010-10-13,99.6393693222752,165.03797899125897
2010-10-14,98.95075629384944,163.44790133597272
2010-10-15,98.39833412986648,162.7087927530988
2010-10-18,100.38814014169752,163.86334831986852
2010-10-19,103.72373799500215,164.73070828422485
2010-10-20,102.49291610712292,163.63885834529248
2010-10-21,104.28093620572253,164.01228840684993
2010-10-22,100.46339183306549,164.38491125026755
2010-10-25,102.35722737537648,164.4623697927998
2010-10-26,102.04091379577102,163.67732157111297
2010-10-27,98.93534939497944,164.49267280229387
2010-10-28,98.34472601026316,164.27911145303835
2010-10-29,102.26878939729232,164.97920934051896
2010-11-01,103.18157479584843,165.13941389470364
2010-11-02,106.63528066938306,166.86974173995378
2010-11-03,108.78335928351572,167.46804315236324
2010-11-04,104.244855982437,167.60999389487023
2010-11-05,104.0500346579907,167.72231567347131
2010-11-08,106.2280536177447,165.01430685393865
2010-11-09,105.06210933853605,165.3017539219138
2010-11-10,104.12272795126854,163.91030765853148
2010-11-11,106.13694345350255,164.20468957483274
2010-11-12,104.08259888721102,164.53683869147977
2010-11-15,105.992057762586,164.5609160202653
2010-11-16,107.85503747156858,164.65761840084627
2010-11-17,107.0740069066662,163.5224492115326
2010-11-18,106.97686320375917,163.7346397489119
2010-11-19,109.00626730545513,163.6388820674004
2010-11-22,110.1105125123386,162.69760703644627
2010-11-23,108.4729044589983,162.60654537941008
2010-11-24,106.23388086593329,163.4417528626909
2010-11-26,107.35076185229508,163.73834819973737
2010-11-29,108.19296725181644,165.76871540711284
2010-11-30,107.24912246122462,163.5964162298736
2010-12-01,107.78265070834182,163.56485972319425
2010-12-02,106.73122554997708,162.60943357884707
2010-12-03,105.85299418130332,162.80873041009045
2010-12-06,104.8340772558807,165.2286706308395
2010-12-07,102.80317068403971,164.45808533143597
2010-12-08,97.83567798294357,164.72719891448213
2010-12-09,93.4700742253761,164.2090857645901
2010-12-10,92.95339840856502,163.52149846937604
2010-12-13,96.89106330813296,164.5300351403214
2010-12-14,99.90065366551852,163.67056752631737
2010-12-15,102.48893630426387,164.18304998904227
2010-12-16,104.2874430978978,165.2264666144809
2010-12-17,102.3709409458629,164.8229500751533
2010-12-20,104.37107737274351,162.19860479869047
2010-12-21,107.81004238523676,162.7679502312688
2010-12-22,107.80184385867244,163.0062324461556
2010-12-23,105.61741916398108,162.67674108359782
2010-12-27,108.14310638866446,163.98748024298231
2010-12-28,114.19756341490228,163.93271206995476
2010-12-29,112.8342992512338,163.43970121292242
2010-12-30,110.6761719778592,163.38102139632412
2010-12-31,111.61528579881316,163.36574935760842
2011-01-03,114.13226686455108,163.1514423846805
2011-01-04,113.4568785912135,162.5917116468521
2011-01-05,109.93983032137004,161.05011184946795
2011-01-06,107.42546060001564,162.3642411214784
2011-01-07,109.49782071977909,163.75156124302484
2011-01-10,106.64503510823768,161.81098592414082
2011-01-11,105.2784468917989,162.00478918542296
2011-01-12,106.47395419532008,163.06665215086736
2011-01-13,107.19537989156596,164.81995114459357
2011-01-14,106.79603535692542,163.9299670373509
2011-01-18,103.17156407231028,163.06397763850228
2011-01-19,103.7997663422168,162.1982381618405
2011-01-20,105.96384740879046,163.6227465547558
2011-01-21,100.8173295062289,164.5015529025783
2011-01-24,95.9582156575648,164.91997702381786
2011-01-25,98.75937451062676,165.0033382483071
2011-01-26,96.02272094628424,164.43946432104886
2011-01-27,95.5370558935716,164.2768844368769
2011-01-28,95.1812894210794,164.18632692218043
2011-01-31,95.7461706279148,163.00223529845786
2011-02-01,95.30389962066208,164.53217995121292
2011-02-02,94.5462702812964,164.10923655071915
2011-02-03,97.02312103698873,161.58087308065885
2011-02-04,99.72811515153865,160.97074472113266
2011-02-07,100.18343347691024,161.0854235113386
2011-02-08,102.36017449592082,160.83789425941382
2011-02-09,100.95385414406626,162.14845806404148
2011-02-10,95.81930507817022,162.18750632996807
2011-02-11,92.9317748772118,161.44831695165527
2011-02-14,97.4717059144876,161.4227403600694
2011-02-15,97.99588013675552,159.6683488903697
2011-02-16,96.47675234508272,159.8827932620532
2011-02-17,97.35401144440236,160.51559394964875
2011-02-18,97.46594566697472,161.05893415898677
2011-02-22,98.5621564424341,159.25659125796523
2011-02-23,98.7368366471448,160.03969899777593
2011-02-24,100.13397244116074,159.69635750273645
2011-02-25,98.44551512358626,158.60210396008745
2011-02-28,98.24859976805662,159.7486751913922
2011-03-01,94.02583815040636,159.1106902232098
2011-03-02,91.5984870120235,159.91077302742508
2011-03-03,90.4657144814185,159.46115385653528
2011-03-04,90.07887612953216,159.92326615378312
2011-03-07,89.30412503212285,156.9102298609581
2011-03-08,90.59829484232138,157.36602167042994
2011-03-09,90.20572653707744,156.30588255842804
2011-03-10,91.0764019272051,156.70214765316268
2011-03-11,90.12997304484104,156.50524294734595
2011-03-14,88.16616843078582,156.3463015966887
2011-03-15,84.83088339308073,156.78047123293766
2011-03-16,82.83565476301648,157.0362663545002
2011-03-17,79.81979831447498,156.46778770010553
2011-03-18,79.66835319924287,154.83369199696986
2011-03-21,80.01581290245876,154.47513350761488
2011-03-22,76.25615990403483,153.1968171180867
2011-03-23,77.68699332496337,154.10697928670305
2011-03-24,77.48818830762968,154.52865085096556
2011-03-25,78.07598419998465,154.8755362535017
2011-03-28,81.012270507918,153.3944205580733
2011-03-29,82.60084467745337,153.03301410612278
2011-03-30,82.19784464738362,152.75099252503225
2011-03-31,81.46121693907935,151.549361075601
2011-04-01,81.9594539493381,153.2312709701606
2011-04-04,81.92819581036511,153.24870195200845
2011-04-05,80.50137143570704,153.15058830257516
2011-04-06,81.62496551173489,152.80089313872034
2011-04-07,80.71442009402182,153.2210744586326
2011-04-08,78.77748408096797,153.49119550286173
2011-04-11,80.6841483242545,154.86357057587688
2011-04-12,80.57716251877446,156.24355844743843
2011-04-13,82.9571952592058,155.27083110910743
2011-04-14,80.35707809906506,154.9861083584896
2011-04-15,82.72500645005395,154.93297015774218
2011-04-18,81.48975437206215,156.49673732377863
2011-04-19,82.21698378105047,154.20584440729212
2011-04-20,83.01111230041717,154.74225370675313
2011-04-21,83.60281097200622,155.20866458258382
2011-04-25,83.54691554293663,153.91526619949542
2011-04-26,82.82011196795894,152.99289822693513
2011-04-27,80.8505929890212,151.75456768166123
2011-04-28,81.94394522031385,151.87081386999844
2011-04-29,81.04586744018036,151.24333316897125
2011-05-02,81.08693393899532,152.3362721617189
2011-05-03,76.74828541212611,152.7301893159232
2011-05-04,75.63452308373769,150.8732584009552
2011-05-05,71.42525137990094,149.98356862962282
2011-05-06,72.00346438217656,150.39359622514564
2011-05-09,70.02014672463088,151.42465329701008
2011-05-10,73.25935153055302,151.837690351839
2011-05-11,72.04456286701526,152.97564153753785
2011-05-12,73.80766951561768,153.85778724882226
2011-05-13,72.44902496875696,151.05534640315295
2011-05-16,77.22230215861268,149.47083826894547
2011-05-17,77.23607279794729,151.85921898613475
2011-05-18,78.05986561722933,152.82281964353126
2011-05-19,74.83078547364268,151.0723057891803
2011-05-20,73.7457876457594,152.1767455541991
2011-05-23,73.0730553470595,151.40464842574548
2011-05-24,73.60363641405678,152.50031504621728
2011-05-25,70.50159760080912,151.31426332531086
2011-05-26,68.85063433258486,152.42257347906255
2011-05-27,69.46270351213465,154.56352903540156
2011-05-31,71.62612846429498,154.54740810346357
2011-06-01,74.51618930572702,154.77672196726837
2011-06-02,73.0504003676306,155.47231483639473
2011-06-03,71.60361510038979,155.20209025399325
2011-06-06,74.63232216189583,155.12009366175155
2011-06-07,72.94935967412488,154.67674488834453
2011-06-08,75.30148997719772,154.1456071184512
2011-06-09,74.53894002090252,153.6565189893651
2011-06-10,75.03847338362624,153.2916480699635
2011-06-13,71.58952338561544,152.42744068394916
2011-06-14,69.61989798523726,153.6837340050351
2011-06-15,71.50965233701044,154.28704657439502
2011-06-16,70.48511566298339,153.49389351819934
2011-06-17,69.45580461214855,152.4657599959503
2011-06-20,75.07020198053272,150.24978641071084
2011-06-21,76.41013397747135,148.99007275262971
2011-06-22,76.27227804359629,148.02551757481882
2011-06-23,73.76128901175332,146.9094823710688
2011-06-24,77.73458229252546,146.79592766096462
2011-06-27,76.13440131083777,147.36791553250126
2011-06-28,76.25014174206737,148.10337929802662
2011-06-29,72.30939928219307,148.42436774485375
2011-06-30,74.11075592692897,146.78937777953402
2011-07-01,75.19461415250744,148.49640775567204
2011-07-05,75.25461954385585,149.33276790304905
2011-07-06,76.83016975688683,148.64739244583396
2011-07-07,77.01095481509947,147.106562033716
2011-07-08,76.10593934762899,147.3898125115254
2011-07-11,77.7976383282188,147.4331186422339
2011-07-12,79.48244585723779,146.3541985034066
2011-07-13,79.35044095291084,146.392196922889
2011-07-14,83.5329148136454,146.19784499335194
2011-07-15,82.52240017697905,146.2379055278742
2011-07-18,80.58301278120432,146.4485642000708
2011-07-19,79.86869919419559,144.68445386915027
2011-07-20,79.832016072743,144.38721070481816
2011-07-21,76.31543483899962,144.33920117182058
2011-07-22,79.70139528362925,144.87686767639963
2011-07-25,81.1472798491722,143.56047686249718
2011-07-26,82.29460324005791,143.72703921149957
2011-07-27,83.55722816543998,144.1664937265871
2011-07-28,80.64348479715667,144.1440967558003
2011-07-29,79.0606196168514,144.11305725774656
2011-08-01,77.16924059948404,145.43817699761863
2011-08-02,75.3628306224933,144.56226359888458
2011-08-03,75.62060518463133,143.5090294763763
2011-08-04,74.77449262582266,142.70176988664397
2011-08-05,77.98758126558208,143.5026950242686
2011-08-08,77.95336800631316,143.13212369442422
2011-08-09,80.1266807166475,143.5542354511589
2011-08-10,81.3207776303062,143.54697567231523
2011-08-11,77.6808025824882,143.4538470787735
2011-08-12,76.59627543592033,144.11468427402008
2011-08-15,78.92640945671437,143.4786308820955
2011-08-16,80.05490952226866,145.22517196106762
2011-08-17,78.67139229879655,146.9180090337515
2011-08-18,76.87910355319096,146.9596705503068
2011-08-19,76.94731672100704,146.9899250032742
2011-08-22,75.18799050684652,146.4203261733825
2011-08-23,73.80445655471796,146.76456367586525
2011-08-24,74.62705175413814,148.99886994058053
2011-08-25,77.75129194999124,148.51022919924864
2011-08-26,78.56246575566541,149.5214766763549
2011-08-29,78.72298635261654,149.470971488255
2011-08-30,78.92988044745103,150.35298703082796
2011-08-31,77.14702272713996,150.04765563318858
2011-09-01,78.28005091171326,150.3764504347764
2011-09-02,78.90264761826202,150.0271944741767
2011-09-06,81.14587102672051,152.16985681847078
2011-09-07,82.13735028423481,151.99639632608975
2011-09-08,83.90121886023157,151.47860366151056
2011-09-09,82.33644155416265,151.53006794329178
2011-09-12,76.71849729263741,150.40034323226644
2011-09-13,76.04197870141701,149.07211610217053
2011-09-14,73.85156677026652,148.65622719060696
2011-09-15,70.31167622177445,148.2708708382264
2011-09-16,69.22100169654854,148.31496632969308
2011-09-19,71.86586610862751,148.50547061113087
2011-09-20,72.00529332189748,148.6232677970658
2011-09-21,72.60093684868099,147.63011079043258
2011-09-22,72.44001516996059,147.9562224153263
2011-09-23,69.50199565243719,148.8366218728591
2011-09-26,71.9858748747788,148.22701880577358
2011-09-27,71.5451119173278,147.3717598209285
2011-09-28,73.18436376927137,146.3343279618383
2011-09-29,72.78530373741968,145.49824896516049
2011-09-30,72.99082548305694,143.7312505301883
2011-10-03,76.01661157331274,142.78998106252686
2011-10-04,76.24190138085946,142.5972650300399
2011-10-05,74.64965309596849,141.73246126158804
2011-10-06,76.81297372376206,141.22809731501894
2011-10-07,77.50541313782288,140.44917182267437
2011-10-10,76.16729248602631,140.9380119788783
2011-10-11,78.31736856684174,140.78232795743392
2011-10-12,75.2662298192652,142.78971604542627
2011-10-13,73.46517749594736,141.27417369390065
2011-10-14,79.29454652296063,140.89084727141343
2011-10-17,76.15537796840313,140.229424790165
2011-10-18,77.06091075191416,140.43765263391822
2011-10-19,75.27051613823012,142.27063070546586
2011-10-20,74.21011254055551,141.1103140298336
2011-10-21,76.42715133173753,142.45194837139954
2011-10-24,74.71245588979386,141.0759879019356
2011-10-25,77.08370701441785,139.05708303745794
2011-10-26,74.46439061418305,140.03879795017463
2011-10-27,74.43485817167864,139.79490892969767
2011-10-28,75.3078253495797,139.661661085031
2011-10-31,72.5291664535401,140.9505566257802
2011-11-01,75.55175179003797,141.17373497380763
2011-11-02,75.7444044008868,143.52118814731344
2011-11-03,75.22604304539914,143.2816390279765
2011-11-04,76.12480182350825,144.76486477827402
2011-11-07,79.73942190545019,144.5263152951222
2011-11-08,80.51402785112144,143.17350946160053
2011-11-09,79.91707706544146,142.3559725386213
2011-11-10,77.78373640719875,144.04846620688738
2011-11-11,76.12477471803535,143.53816494393885
2011-11-14,77.02655725019996,144.84870832121803
2011-11-15,78.1832042804907,147.61392177568763
2011-11-16,78.11096364150323,147.89023344003817
2011-11-17,78.8131992758551,149.3373568682603
2011-11-18,80.02760849036076,149.24048222210538
2011-11-21,78.02548102259894,149.50258789321606
2011-11-22,81.21684074533738,149.11294177264472
2011-11-23,82.47924097971506,149.37674377710022
2011-11-25,84.48141967535943,148.59457671573944
2011-11-28,89.76292968637166,147.34022894477445
2011-11-29,89.04751967748436,148.29272802110816
2011-11-30,89.79648121376316,149.1376281188024
2011-12-01,88.79241037186945,149.08198376118787
2011-12-02,88.91231355793853,150.66268749415056
2011-12-05,90.53177290855028,151.474429902438
2011-12-06,89.16989482166598,152.4575745614305
2011-12-07,89.76153381388238,153.85900937179676
2011-12-08,94.30766358935595,153.5724929414399
2011-12-09,93.5021470630162,152.73131291632467
2011-12-12,93.2775366721608,152.36989004841408
2011-12-13,94.1652911769488,152.24481128751088
2011-12-14,93.45861898243928,153.3232092591888
2011-12-15,91.47773649251576,153.77309392040655
2011-12-16,90.6730190620858,154.51287208609625
2011-12-19,93.82881716029082,154.23000596462543
2011-12-20,94.89683870985472,154.42676918012486
2011-12-21,93.22209924687463,154.68523606439834
2011-12-22,93.95422847430292,155.11497857699436
2011-12-23,93.6084073704392,155.2275383044276
2011-12-27,91.1637909422709,154.8899145806552
2011-12-28,92.4859328114365,155.79700911704742
2011-12-29,91.64501295461837,155.9200411892957
2011-12-30,92.24211701833936,156.13938500271746
2012-01-03,93.53067439983091,154.34865014242146
2012-01-04,93.51447147753508,154.60537135026473
2012-01-05,91.3955060213043,156.29030963808916
2012-01-06,91.8455855944748,157.86518598169346
2012-01-09,90.19052347584147,156.98095384646336
2012-01-10,90.77922294793149,155.328954022611
2012-01-11,91.34738882441889,155.4445264746684
2012-01-12,93.68597551569322,156.1610869639653
2012-01-13,92.85575176027622,155.08755099326746
2012-01-17,96.73467356573678,154.31796333145908
2012-01-18,94.51577954994278,153.25700862674822
2012-01-19,97.07910172424668,152.75935343247522
2012-01-20,95.5054488256206,152.91520652749864
2012-01-23,95.14073213994092,152.25910326846164
2012-01-24,96.90073390949742,153.3382281681442
2012-01-25,99.17221887848191,154.120357782418
2012-01-26,100.15531817949676,152.3716145332179
2012-01-27,103.93904270526602,152.6909958645952
2012-01-30,105.37658976156489,153.81953457502536
2012-01-31,108.63872139624328,154.25477833631336
2012-02-01,109.69461124033126,153.67717607441264
2012-02-02,109.86063287274273,152.84583338975952
2012-02-03,108.36163514420024,151.97526255133064
2012-02-06,108.10950908379222,153.03824128710252
2012-02-07,115.2136837099556,153.24566102160065
2012-02-08,112.32507523645468,154.52351660718122
2012-02-09,111.75287150604451,153.88481813939265
2012-02-10,112.3097251858082,152.66882600270517
2012-02-13,112.89446888807392,152.5996747986421
2012-02-14,113.20484865010684,152.99811037871916
2012-02-15,113.44693739428932,153.03318130295486
2012-02-16,114.16844014309672,153.46544174749502
2012-02-17,111.98059449744568,152.06097175439618
2012-02-21,111.93716422594927,150.65377041024735
2012-02-22,112.22356151853644,151.60692075020185
2012-02-23,113.65879852372454,150.58247951202029
2012-02-24,111.84953609740477,150.92804943083993
2012-02-27,111.05508680665515,150.6316898984536
2012-02-28,112.46775919469329,149.66784661261852
2012-02-29,111.67344941329556,148.89032889097666
2012-03-01,109.45985109377162,148.05608296922634
2012-03-02,111.05063953277988,148.12646966070076
2012-03-05,109.19959149559358,147.91526226488654
2012-03-06,105.66889463828012,147.20420082467362
2012-03-07,110.51465919778848,147.13319006323587
2012-03-08,112.22528166319424,147.08681858515283
2012-03-09,113.08797307492112,147.76577316071038
2012-03-12,110.73842111133445,147.75379162825269
2012-03-13,114.32229471847896,146.980834327123
2012-03-14,113.16270113761328,146.69339673931702
2012-03-15,113.85039530143284,147.23466039621914
2012-03-16,116.7456164267558,147.75062373136132
2012-03-19,116.70126838921593,149.02269041534876
2012-03-20,118.3509798979019,147.5528404760893
2012-03-21,124.02987006823048,149.33326416576034
2012-03-22,123.75079006073184,149.7282100496841
2012-03-23,126.7719264621404,149.57562701458653
2012-03-26,128.47965872793054,150.6938306128028
2012-03-27,126.32864225522188,150.11313536035652
2012-03-28,128.45881828918183,150.59059650349394
2012-03-29,130.59427477054675,150.4774602278394
2012-03-30,130.04811475521072,148.50701099918825
2012-04-02,127.60705933151944,148.57266571038016
2012-04-03,129.52308848388412,149.12016048616115
2012-04-04,129.33239080247463,148.86847401811414
2012-04-05,129.90545212991282,148.96512763458196
2012-04-09,133.10388885919417,149.1296906011458
2012-04-10,129.92157465748247,147.88191481076842
2012-04-11,133.3725486740158,146.7350607784754
2012-04-12,135.15578014704636,146.48675718911016
2012-04-13,134.87328605595476,146.3720634896652
2012-04-16,137.6667379156908,146.19893629854536
2012-04-17,137.68592305323548,144.69412723445998
2012-04-18,138.2357919675449,145.24148678834757
2012-04-19,138.85742203058317,146.65163147108424
2012-04-20,139.07226812384337,146.96801518405542
2012-04-23,142.810119571244,145.44408559443931
2012-04-24,141.89510485801452,146.88236011656957
2012-04-25,144.0578298281,147.57636572531567
2012-04-26,145.9917544989204,147.92070635519835
2012-04-27,149.69222393366113,148.31550201552193
2012-04-30,150.31544935550923,148.49252413227128
2012-05-01,150.83474647980051,147.35974689882465
2012-05-02,152.63163277677967,147.24872891483847
2012-05-03,156.75291212164444,147.19224303765935
2012-05-04,157.77645838563322,147.4564973069516
2012-05-07,156.48615126808352,148.46278701109378
2012-05-08,160.79127970441752,148.46688867292792
2012-05-09,160.2197505580858,148.13233581234806
2012-05-10,156.1284211413029,147.97416676811918
2012-05-11,156.77625825242393,149.0427836533988
2012-05-14,158.99186943578354,148.64704895587636
2012-05-15,158.47264542322188,149.7844886745978
2012-05-16,158.18195790198584,149.29566251004678
2012-05-17,161.35380168093488,150.34718773612462
2012-05-18,161.48820920738996,149.77500673891348
2012-05-21,157.13261353521443,150.38075206233975
2012-05-22,155.2435146057073,148.44604176648377
2012-05-23,158.84055600285146,149.1097778092208
2012-05-24,156.41496105164043,147.91988580903637
2012-05-25,158.43359496890417,147.06484551916827
2012-05-29,161.39235893124507,147.69722097027918
2012-05-30,162.67168043762277,148.118826489563
2012-05-31,163.18785310399718,149.01401448532852
